Entity,Code,Year,Coal (% growth)
Indonesia,IDN,1994,0.035
Indonesia,IDN,1995,10.051
Indonesia,IDN,1996,19.201
Indonesia,IDN,1997,23.328
Indonesia,IDN,1998,7.315
Indonesia,IDN,1999,37.636
Indonesia,IDN,2000,11.759
Indonesia,IDN,2001,26.957
Indonesia,IDN,2002,3.151
Indonesia,IDN,2003,34.237
Indonesia,IDN,2004,-8.128
Indonesia,IDN,2005,14.603
Indonesia,IDN,2006,18.487
Indonesia,IDN,2007,25.462
Indonesia,IDN,2008,-13.009
Indonesia,IDN,2009,5.277
Indonesia,IDN,2010,19.016
Indonesia,IDN,2011,18.743
Indonesia,IDN,2012,13.093
Indonesia,IDN,2013,7.535
Indonesia,IDN,2014,-20.861
Indonesia,IDN,2015,13.378
Indonesia,IDN,2016,4.303
Indonesia,IDN,2017,7.156
Indonesia,IDN,2018,18.602
Indonesia,IDN,2019,20.28
Indonesia,IDN,2020,-4.638
Iran,IRN,1966,9.953
Iran,IRN,1967,10.345
Iran,IRN,1968,10.156
Iran,IRN,1969,10.284
Iran,IRN,1970,10.289
Iran,IRN,1971,-29.548
Iran,IRN,1972,56.243
Iran,IRN,1973,68.142
Iran,IRN,1974,9.52
Iran,IRN,1975,85.249
Iran,IRN,1976,-1.165
Iran,IRN,1977,1.164
Iran,IRN,1978,-38.897
Iran,IRN,1979,44.343
Iran,IRN,1980,5.312
Iran,IRN,1981,-16.494
Iran,IRN,1982,34.877
Iran,IRN,1983,-5.649
Iran,IRN,1984,-22.687
Iran,IRN,1985,-1.617
Iran,IRN,1986,-1.509
Iran,IRN,1987,-1.633
Iran,IRN,1988,3.193
Iran,IRN,1989,-26.533
Iran,IRN,1990,0.024
Iran,IRN,1991,42.74
Iran,IRN,1992,-11.927
Iran,IRN,1993,22.926
Iran,IRN,1994,0.402
Iran,IRN,1995,-6.342
Iran,IRN,1996,4.609
Iran,IRN,1997,2.498
Iran,IRN,1998,16.448
Iran,IRN,1999,-4.832
Iran,IRN,2000,6.273
Iran,IRN,2001,-1.963
Iran,IRN,2002,-5.251
Iran,IRN,2003,8.349
Iran,IRN,2004,4.68
Iran,IRN,2005,13.346
Iran,IRN,2006,-3.475
Iran,IRN,2007,4.244
Iran,IRN,2008,-25.119
Iran,IRN,2009,15.756
Iran,IRN,2010,-5.294
Iran,IRN,2011,11.009
Iran,IRN,2012,-21.276
Iran,IRN,2013,27.689
Iran,IRN,2014,13.934
Iran,IRN,2015,-4.521
Iran,IRN,2016,-3.088
Iran,IRN,2017,8.888
Iran,IRN,2018,3.818
Iran,IRN,2019,3.927
Iran,IRN,2020,0
Ireland,IRL,1966,13.916
Ireland,IRL,1967,6.487
Ireland,IRL,1968,22.126
Ireland,IRL,1969,-4.794
Ireland,IRL,1970,-51.236
Ireland,IRL,1971,-4.558
Ireland,IRL,1972,-6.92
Ireland,IRL,1973,-2.461
Ireland,IRL,1974,7.837
Ireland,IRL,1975,-15.331
Ireland,IRL,1976,2.822
Ireland,IRL,1977,4.746
Ireland,IRL,1978,-5.404
Ireland,IRL,1979,14.714
Ireland,IRL,1980,-5.231
Ireland,IRL,1981,4.671
Ireland,IRL,1982,5.781
Ireland,IRL,1983,8.485
Ireland,IRL,1984,-4.154
Ireland,IRL,1985,14.892
Ireland,IRL,1986,9.912
Ireland,IRL,1987,28.478
Ireland,IRL,1988,1.819
Ireland,IRL,1989,0.195
Ireland,IRL,1990,-3.569
Ireland,IRL,1991,-4.072
Ireland,IRL,1992,-4.752
Ireland,IRL,1993,-2.829
Ireland,IRL,1994,-4.315
Ireland,IRL,1995,0.685
Ireland,IRL,1996,0.545
Ireland,IRL,1997,-4.727
Ireland,IRL,1998,0.665
Ireland,IRL,1999,-13.969
Ireland,IRL,2000,6.476
Ireland,IRL,2001,4.74
Ireland,IRL,2002,-3.864
Ireland,IRL,2003,-3.197
Ireland,IRL,2004,-6.571
Ireland,IRL,2005,11.126
Ireland,IRL,2006,-9.785
Ireland,IRL,2007,-2.345
Ireland,IRL,2008,-2.144
Ireland,IRL,2009,-12.577
Ireland,IRL,2010,-0.451
Ireland,IRL,2011,-1.863
Ireland,IRL,2012,16.008
Ireland,IRL,2013,-9.509
Ireland,IRL,2014,-1.711
Ireland,IRL,2015,9.054
Ireland,IRL,2016,-3.925
Ireland,IRL,2017,-14.854
Ireland,IRL,2018,-21.373
Ireland,IRL,2019,-28.432
Ireland,IRL,2020,-26.006
Israel,ISR,1981,0
Israel,ISR,1982,55400
Israel,ISR,1983,88.468
Israel,ISR,1984,61.855
Israel,ISR,1985,9.096
Israel,ISR,1986,11.045
Israel,ISR,1987,6.485
Israel,ISR,1988,-4.167
Israel,ISR,1989,8.027
Israel,ISR,1990,4.829
Israel,ISR,1991,8.283
Israel,ISR,1992,23.08
Israel,ISR,1993,12.982
Israel,ISR,1994,5.989
Israel,ISR,1995,9.153
Israel,ISR,1996,21.23
Israel,ISR,1997,8.742
Israel,ISR,1998,7.348
Israel,ISR,1999,-1.784
Israel,ISR,2000,8.995
Israel,ISR,2001,15.43
Israel,ISR,2002,5.707
Israel,ISR,2003,3.636
Israel,ISR,2004,0.963
Israel,ISR,2005,-0.578
Israel,ISR,2006,-1.137
Israel,ISR,2007,2.27
Israel,ISR,2008,-1.596
Israel,ISR,2009,-2.073
Israel,ISR,2010,-0.051
Israel,ISR,2011,2.594
Israel,ISR,2012,11.075
Israel,ISR,2013,-19.545
Israel,ISR,2014,-7.071
Israel,ISR,2015,-2.069
Israel,ISR,2016,-14.536
Israel,ISR,2017,-9.245
Israel,ISR,2018,-5.862
Israel,ISR,2019,5.691
Israel,ISR,2020,-19.6
Italy,ITA,1966,4.011
Italy,ITA,1967,9.585
Italy,ITA,1968,-3.153
Italy,ITA,1969,2.647
Italy,ITA,1970,0.982
Italy,ITA,1971,-3.394
Italy,ITA,1972,-6.943
Italy,ITA,1973,1.465
Italy,ITA,1974,8.897
Italy,ITA,1975,0.265
Italy,ITA,1976,-0.844
Italy,ITA,1977,-1.662
Italy,ITA,1978,1.721
Italy,ITA,1979,9.744
Italy,ITA,1980,17.327
Italy,ITA,1981,2.485
Italy,ITA,1982,11.806
Italy,ITA,1983,-6.403
Italy,ITA,1984,13.414
Italy,ITA,1985,-1.27
Italy,ITA,1986,-1.705
Italy,ITA,1987,-0.736
Italy,ITA,1988,-6.268
Italy,ITA,1989,4.337
Italy,ITA,1990,1.763
Italy,ITA,1991,-5.013
Italy,ITA,1992,-12.282
Italy,ITA,1993,-12.541
Italy,ITA,1994,5.588
Italy,ITA,1995,7.561
Italy,ITA,1996,-7.984
Italy,ITA,1997,1.46
Italy,ITA,1998,3.809
Italy,ITA,1999,-0.134
Italy,ITA,2000,6.746
Italy,ITA,2001,6.262
Italy,ITA,2002,3.22
Italy,ITA,2003,7.904
Italy,ITA,2004,12.022
Italy,ITA,2005,-0.766
Italy,ITA,2006,1.241
Italy,ITA,2007,-2.095
Italy,ITA,2008,-3.238
Italy,ITA,2009,-21.708
Italy,ITA,2010,10.571
Italy,ITA,2011,12.1
Italy,ITA,2012,2.504
Italy,ITA,2013,-13.862
Italy,ITA,2014,-2.513
Italy,ITA,2015,-6.551
Italy,ITA,2016,-10.923
Italy,ITA,2017,-12.392
Italy,ITA,2018,-8.344
Italy,ITA,2019,-24.406
Italy,ITA,2020,-25.944
Japan,JPN,1966,6.575
Japan,JPN,1967,9.842
Japan,JPN,1968,2.904
Japan,JPN,1969,6.818
Japan,JPN,1970,-3.66
Japan,JPN,1971,-9.204
Japan,JPN,1972,-2.281
Japan,JPN,1973,5.729
Japan,JPN,1974,5.999
Japan,JPN,1975,-6.456
Japan,JPN,1976,-2.215
Japan,JPN,1977,-5.657
Japan,JPN,1978,-9.446
Japan,JPN,1979,6.795
Japan,JPN,1980,16.171
Japan,JPN,1981,12.113
Japan,JPN,1982,-4.627
Japan,JPN,1983,-1.432
Japan,JPN,1984,11.827
Japan,JPN,1985,4.367
Japan,JPN,1986,-4.773
Japan,JPN,1987,2.049
Japan,JPN,1988,8.086
Japan,JPN,1989,0.159
Japan,JPN,1990,3.598
Japan,JPN,1991,-0.794
Japan,JPN,1992,-1.691
Japan,JPN,1993,1.983
Japan,JPN,1994,4.71
Japan,JPN,1995,3.653
Japan,JPN,1996,2.626
Japan,JPN,1997,2.721
Japan,JPN,1998,-4.669
Japan,JPN,1999,5.205
Japan,JPN,2000,7.203
Japan,JPN,2001,2.391
Japan,JPN,2002,6.222
Japan,JPN,2003,2.761
Japan,JPN,2004,2.646
Japan,JPN,2005,4.765
Japan,JPN,2006,-1.699
Japan,JPN,2007,4.974
Japan,JPN,2008,2.714
Japan,JPN,2009,-16.104
Japan,JPN,2010,13.968
Japan,JPN,2011,-5.181
Japan,JPN,2012,5.578
Japan,JPN,2013,4.079
Japan,JPN,2014,-1.682
Japan,JPN,2015,0.884
Japan,JPN,2016,-0.186
Japan,JPN,2017,1.475
Japan,JPN,2018,-2.074
Japan,JPN,2019,-1.731
Japan,JPN,2020,-6.747
Kazakhstan,KAZ,1986,5.066
Kazakhstan,KAZ,1987,3.904
Kazakhstan,KAZ,1988,4.309
Kazakhstan,KAZ,1989,-4.555
Kazakhstan,KAZ,1990,-6.579
Kazakhstan,KAZ,1991,-2.383
Kazakhstan,KAZ,1992,0.738
Kazakhstan,KAZ,1993,-9.19
Kazakhstan,KAZ,1994,-2.177
Kazakhstan,KAZ,1995,-19.239
Kazakhstan,KAZ,1996,-10.686
Kazakhstan,KAZ,1997,-14.153
Kazakhstan,KAZ,1998,-1.532
Kazakhstan,KAZ,1999,-7.409
Kazakhstan,KAZ,2000,-6.583
Kazakhstan,KAZ,2001,25.009
Kazakhstan,KAZ,2002,1.312
Kazakhstan,KAZ,2003,10.414
Kazakhstan,KAZ,2004,6.597
Kazakhstan,KAZ,2005,1.106
Kazakhstan,KAZ,2006,5.403
Kazakhstan,KAZ,2007,9.886
Kazakhstan,KAZ,2008,8.507
Kazakhstan,KAZ,2009,-8.438
Kazakhstan,KAZ,2010,7.911
Kazakhstan,KAZ,2011,8.856
Kazakhstan,KAZ,2012,4.17
Kazakhstan,KAZ,2013,-0.996
Kazakhstan,KAZ,2014,-1.185
Kazakhstan,KAZ,2015,-7.55
Kazakhstan,KAZ,2016,-1.011
Kazakhstan,KAZ,2017,7.292
Kazakhstan,KAZ,2018,11.973
Kazakhstan,KAZ,2019,-2.521
Kazakhstan,KAZ,2020,-1.569
Kuwait,KWT,2001,161.538
Kuwait,KWT,2002,333.824
Kuwait,KWT,2003,-66.78
Kuwait,KWT,2004,-9.439
Kuwait,KWT,2005,-100
Kuwait,KWT,2007,-83.009
Kuwait,KWT,2008,69.277
Kuwait,KWT,2009,-100
Kuwait,KWT,2011,252.189
Kuwait,KWT,2012,-100
Kuwait,KWT,2014,-20.506
Kuwait,KWT,2015,-17.105
Kuwait,KWT,2016,23.293
Kuwait,KWT,2017,-24.308
Kuwait,KWT,2018,12.271
Kuwait,KWT,2019,-8.206
Kuwait,KWT,2020,-82.232
Latvia,LVA,1986,26.19
Latvia,LVA,1987,-8.435
Latvia,LVA,1988,0.372
Latvia,LVA,1989,-18.335
Latvia,LVA,1990,3.04
Latvia,LVA,1991,-12.35
Latvia,LVA,1992,-12.029
Latvia,LVA,1993,-8.603
Latvia,LVA,1994,-24.775
Latvia,LVA,1995,-28.86
Latvia,LVA,1996,-6.25
Latvia,LVA,1997,-10.659
Latvia,LVA,1998,-26.229
Latvia,LVA,1999,-22.714
Latvia,LVA,2000,3.135
Latvia,LVA,2001,-6.687
Latvia,LVA,2002,-19.381
Latvia,LVA,2003,-10.303
Latvia,LVA,2004,-24.324
Latvia,LVA,2005,20.387
Latvia,LVA,2006,7.169
Latvia,LVA,2007,23.645
Latvia,LVA,2008,-0.933
Latvia,LVA,2009,-19.303
Latvia,LVA,2010,27.655
Latvia,LVA,2011,1.463
Latvia,LVA,2012,-20.09
Latvia,LVA,2013,-15.558
Latvia,LVA,2014,-20.267
Latvia,LVA,2015,-22.572
Latvia,LVA,2016,-11.332
Latvia,LVA,2017,-2.439
Latvia,LVA,2018,20
Latvia,LVA,2019,-16.667
Latvia,LVA,2020,-43.904
Lithuania,LTU,1986,16.384
Lithuania,LTU,1987,-1.562
Lithuania,LTU,1988,0.81
Lithuania,LTU,1989,-6.568
Lithuania,LTU,1990,-9.154
Lithuania,LTU,1991,11.691
Lithuania,LTU,1992,-53.133
Lithuania,LTU,1993,-11.335
Lithuania,LTU,1994,-16.973
Lithuania,LTU,1995,-20.117
Lithuania,LTU,1996,-8.109
Lithuania,LTU,1997,-19.157
Lithuania,LTU,1998,-12.781
Lithuania,LTU,1999,-14.654
Lithuania,LTU,2000,-31.982
Lithuania,LTU,2001,-9.209
Lithuania,LTU,2002,61.217
Lithuania,LTU,2003,29.164
Lithuania,LTU,2004,-3.324
Lithuania,LTU,2005,9.544
Lithuania,LTU,2006,35.823
Lithuania,LTU,2007,-0.598
Lithuania,LTU,2008,-15.15
Lithuania,LTU,2009,-20.501
Lithuania,LTU,2010,22.995
Lithuania,LTU,2011,15.797
Lithuania,LTU,2012,-2.503
Lithuania,LTU,2013,15.062
Lithuania,LTU,2014,-15.396
Lithuania,LTU,2015,-19.824
Lithuania,LTU,2016,1.316
Lithuania,LTU,2017,7.197
Lithuania,LTU,2018,6.714
Lithuania,LTU,2019,-6.102
Lithuania,LTU,2020,-21.68
Luxembourg,LUX,1966,-9.706
Luxembourg,LUX,1967,-6.299
Luxembourg,LUX,1968,7.186
Luxembourg,LUX,1969,6.235
Luxembourg,LUX,1970,2.535
Luxembourg,LUX,1971,-7.844
Luxembourg,LUX,1972,-1.583
Luxembourg,LUX,1973,-0.913
Luxembourg,LUX,1974,6.609
Luxembourg,LUX,1975,-23.96
Luxembourg,LUX,1976,-7.388
Luxembourg,LUX,1977,-13.809
Luxembourg,LUX,1978,5.726
Luxembourg,LUX,1979,11.049
Luxembourg,LUX,1980,-0.799
Luxembourg,LUX,1981,-19.571
Luxembourg,LUX,1982,-7.911
Luxembourg,LUX,1983,-8.236
Luxembourg,LUX,1984,13.846
Luxembourg,LUX,1985,-0.744
Luxembourg,LUX,1986,-11.133
Luxembourg,LUX,1987,-27.953
Luxembourg,LUX,1988,1.973
Luxembourg,LUX,1989,23.882
Luxembourg,LUX,1990,-2.912
Luxembourg,LUX,1991,-4.88
Luxembourg,LUX,1992,-5.799
Luxembourg,LUX,1993,3.327
Luxembourg,LUX,1994,-13.771
Luxembourg,LUX,1995,-43.756
Luxembourg,LUX,1996,-5.768
Luxembourg,LUX,1997,-36.555
Luxembourg,LUX,1998,-66.723
Luxembourg,LUX,1999,1.119
Luxembourg,LUX,2000,10.362
Luxembourg,LUX,2001,7.931
Luxembourg,LUX,2002,-37.753
Luxembourg,LUX,2003,-23.202
Luxembourg,LUX,2004,40.459
Luxembourg,LUX,2005,-2.39
Luxembourg,LUX,2006,19.33
Luxembourg,LUX,2007,-15.335
Luxembourg,LUX,2008,-4.464
Luxembourg,LUX,2009,-10.681
Luxembourg,LUX,2010,0.149
Luxembourg,LUX,2011,-12.836
Luxembourg,LUX,2012,-8.048
Luxembourg,LUX,2013,-10.801
Luxembourg,LUX,2014,11.466
Luxembourg,LUX,2015,-7.971
Luxembourg,LUX,2016,6.61
Luxembourg,LUX,2017,-13.464
Luxembourg,LUX,2018,-7.059
Luxembourg,LUX,2019,1.154
Luxembourg,LUX,2020,-2.417
Malaysia,MYS,1966,33.333
Malaysia,MYS,1967,-40
Malaysia,MYS,1968,0
Malaysia,MYS,1969,25
Malaysia,MYS,1970,6.667
Malaysia,MYS,1971,156.25
Malaysia,MYS,1972,153.659
Malaysia,MYS,1973,-4.808
Malaysia,MYS,1974,0
Malaysia,MYS,1975,-90.909
Malaysia,MYS,1976,11.111
Malaysia,MYS,1977,10
Malaysia,MYS,1978,118.182
Malaysia,MYS,1979,41.667
Malaysia,MYS,1980,47.059
Malaysia,MYS,1981,86
Malaysia,MYS,1982,-8.602
Malaysia,MYS,1983,160
Malaysia,MYS,1984,8.145
Malaysia,MYS,1985,33.473
Malaysia,MYS,1986,-25.705
Malaysia,MYS,1987,37.975
Malaysia,MYS,1988,-20.489
Malaysia,MYS,1989,360.385
Malaysia,MYS,1990,10.703
Malaysia,MYS,1991,17.798
Malaysia,MYS,1992,4.994
Malaysia,MYS,1993,-16.402
Malaysia,MYS,1994,11.087
Malaysia,MYS,1995,9.586
Malaysia,MYS,1996,0.479
Malaysia,MYS,1997,-3.28
Malaysia,MYS,1998,6.72
Malaysia,MYS,1999,12.074
Malaysia,MYS,2000,28.144
Malaysia,MYS,2001,19.509
Malaysia,MYS,2002,22.585
Malaysia,MYS,2003,45.964
Malaysia,MYS,2004,24.755
Malaysia,MYS,2005,3.875
Malaysia,MYS,2006,5.937
Malaysia,MYS,2007,21.225
Malaysia,MYS,2008,10.569
Malaysia,MYS,2009,8.597
Malaysia,MYS,2010,39.104
Malaysia,MYS,2011,-0.034
Malaysia,MYS,2012,7.514
Malaysia,MYS,2013,-5.132
Malaysia,MYS,2014,1.925
Malaysia,MYS,2015,13.342
Malaysia,MYS,2016,7.687
Malaysia,MYS,2017,10.814
Malaysia,MYS,2018,7.265
Malaysia,MYS,2019,2.429
Malaysia,MYS,2020,19.047
Mexico,MEX,1966,6.666
Mexico,MEX,1967,22.701
Mexico,MEX,1968,4.828
Mexico,MEX,1969,1.368
Mexico,MEX,1970,12.15
Mexico,MEX,1971,25.543
Mexico,MEX,1972,10.523
Mexico,MEX,1973,7.205
Mexico,MEX,1974,10.477
Mexico,MEX,1975,14.861
Mexico,MEX,1976,-23.259
Mexico,MEX,1977,43.834
Mexico,MEX,1978,4.263
Mexico,MEX,1979,-1.76
Mexico,MEX,1980,1.255
Mexico,MEX,1981,-11.61
Mexico,MEX,1982,19.759
Mexico,MEX,1983,13.847
Mexico,MEX,1984,0.285
Mexico,MEX,1985,8.4
Mexico,MEX,1986,10.264
Mexico,MEX,1987,-3.289
Mexico,MEX,1988,-5.354
Mexico,MEX,1989,10.693
Mexico,MEX,1990,-0.84
Mexico,MEX,1991,-3.277
Mexico,MEX,1992,1.126
Mexico,MEX,1993,12.792
Mexico,MEX,1994,20.848
Mexico,MEX,1995,11.354
Mexico,MEX,1996,14.661
Mexico,MEX,1997,0.096
Mexico,MEX,1998,2.219
Mexico,MEX,1999,1.755
Mexico,MEX,2000,9.547
Mexico,MEX,2001,9.827
Mexico,MEX,2002,67.443
Mexico,MEX,2003,-26.257
Mexico,MEX,2004,2.324
Mexico,MEX,2005,26.211
Mexico,MEX,2006,7.321
Mexico,MEX,2007,-8.111
Mexico,MEX,2008,-10.669
Mexico,MEX,2009,1.873
Mexico,MEX,2010,23.694
Mexico,MEX,2011,15.669
Mexico,MEX,2012,-12.877
Mexico,MEX,2013,-0.696
Mexico,MEX,2014,-0.194
Mexico,MEX,2015,-0.195
Mexico,MEX,2016,-2.043
Mexico,MEX,2017,22.208
Mexico,MEX,2018,-10.867
Mexico,MEX,2019,-4.526
Mexico,MEX,2020,-61.431
Middle Africa,,1966,10.357
Middle Africa,,1967,-4.568
Middle Africa,,1968,9.506
Middle Africa,,1969,7.407
Middle Africa,,1970,-4.869
Middle Africa,,1971,3.683
Middle Africa,,1972,-4.862
Middle Africa,,1973,1.506
Middle Africa,,1974,-1.863
Middle Africa,,1975,-2.213
Middle Africa,,1976,7.525
Middle Africa,,1977,1.134
Middle Africa,,1978,-6.394
Middle Africa,,1979,-10.3
Middle Africa,,1980,11.483
Middle Africa,,1981,1.724
Middle Africa,,1982,-3.521
Middle Africa,,1983,-1.971
Middle Africa,,1984,1.975
Middle Africa,,1985,-0.284
Middle Africa,,1986,1.832
Middle Africa,,1987,1.432
Middle Africa,,1988,0.92
Middle Africa,,1989,2.728
Middle Africa,,1990,0.979
Middle Africa,,1991,-100
Middle Africa,,1992,12317.154
Middle Africa,,1993,-79.749
Middle Africa,,1994,-86.047
Middle Africa,,1995,-100
Middle Africa,,1997,280.038
Middle Africa,,1998,-96.5
Middle Africa,,1999,1444.012
Middle Africa,,2000,-93.607
Middle Africa,,2001,977.485
Middle Africa,,2002,505.156
Middle Africa,,2003,-39.686
Middle Africa,,2004,424.164
Middle Africa,,2005,-77.092
Middle Africa,,2006,-17.028
Middle Africa,,2007,82.09
Middle Africa,,2008,59.016
Middle Africa,,2009,1.418
Middle Africa,,2010,41.042
Middle Africa,,2011,-34.054
Middle Africa,,2012,2186.585
Middle Africa,,2013,-93.787
Middle Africa,,2014,1216.308
Middle Africa,,2015,-99.806
Middle Africa,,2016,918.797
Middle Africa,,2017,135040.59
Middle Africa,,2018,16.015
Middle Africa,,2019,-73.281
Middle Africa,,2020,-52.073
Middle East,,1966,9.531
Middle East,,1967,10.186
Middle East,,1968,9.958
Middle East,,1969,10.28
Middle East,,1970,10.001
Middle East,,1971,-28.825
Middle East,,1972,54.021
Middle East,,1973,68.937
Middle East,,1974,8.649
Middle East,,1975,84.219
Middle East,,1976,-1.412
Middle East,,1977,1.158
Middle East,,1978,-38.542
Middle East,,1979,43.607
Middle East,,1980,5.368
Middle East,,1981,-16.133
Middle East,,1982,89.254
Middle East,,1983,21.545
Middle East,,1984,15.357
Middle East,,1985,5.084
Middle East,,1986,6.704
Middle East,,1987,3.91
Middle East,,1988,-1.957
Middle East,,1989,-2.913
Middle East,,1990,3.681
Middle East,,1991,16.272
Middle East,,1992,13.161
Middle East,,1993,16.97
Middle East,,1994,4.627
Middle East,,1995,6.503
Middle East,,1996,17.75
Middle East,,1997,7.461
Middle East,,1998,8.723
Middle East,,1999,-2.303
Middle East,,2000,8.363
Middle East,,2001,12.552
Middle East,,2002,4.908
Middle East,,2003,4.38
Middle East,,2004,1.617
Middle East,,2005,1.766
Middle East,,2006,-0.124
Middle East,,2007,1.307
Middle East,,2008,-2.747
Middle East,,2009,-0.676
Middle East,,2010,4.79
Middle East,,2011,2.168
Middle East,,2012,16.203
Middle East,,2013,-6.2
Middle East,,2014,0.352
Middle East,,2015,-6.358
Middle East,,2016,-7.812
Middle East,,2017,-1.441
Middle East,,2018,-4.283
Middle East,,2019,4.275
Middle East,,2020,-3.656
Morocco,MAR,1966,53.328
Morocco,MAR,1967,-0.422
Morocco,MAR,1968,-10.133
Morocco,MAR,1969,-0.069
Morocco,MAR,1970,14.659
Morocco,MAR,1971,4.624
Morocco,MAR,1972,23.591
Morocco,MAR,1973,-0.923
Morocco,MAR,1974,-0.963
Morocco,MAR,1975,13.662
Morocco,MAR,1976,8.5
Morocco,MAR,1977,-5.565
Morocco,MAR,1978,0.808
Morocco,MAR,1979,-2.458
Morocco,MAR,1980,-4.146
Morocco,MAR,1981,6.241
Morocco,MAR,1982,11.406
Morocco,MAR,1983,23.873
Morocco,MAR,1984,-14.116
Morocco,MAR,1985,32.116
Morocco,MAR,1986,35.801
Morocco,MAR,1987,16.018
Morocco,MAR,1988,-1.342
Morocco,MAR,1989,10.398
Morocco,MAR,1990,-3.521
Morocco,MAR,1991,8.942
Morocco,MAR,1992,-7.286
Morocco,MAR,1993,9.214
Morocco,MAR,1994,11.497
Morocco,MAR,1995,21.142
Morocco,MAR,1996,27.985
Morocco,MAR,1997,-4.737
Morocco,MAR,1998,19.287
Morocco,MAR,1999,-4.379
Morocco,MAR,2000,18.23
Morocco,MAR,2001,27.114
Morocco,MAR,2002,-0.557
Morocco,MAR,2003,-3.577
Morocco,MAR,2004,10.615
Morocco,MAR,2005,4.862
Morocco,MAR,2006,1.686
Morocco,MAR,2007,-16.252
Morocco,MAR,2008,13.352
Morocco,MAR,2009,-26.155
Morocco,MAR,2010,3.004
Morocco,MAR,2011,6.819
Morocco,MAR,2012,1.573
Morocco,MAR,2013,-0.764
Morocco,MAR,2014,34.528
Morocco,MAR,2015,10.103
Morocco,MAR,2016,-3.638
Morocco,MAR,2017,3.945
Morocco,MAR,2018,15.664
Morocco,MAR,2019,29.378
Morocco,MAR,2020,0.402
Netherlands,NLD,1966,-8.895
Netherlands,NLD,1967,-3.846
Netherlands,NLD,1968,-5.231
Netherlands,NLD,1969,-14.935
Netherlands,NLD,1970,-26.718
Netherlands,NLD,1971,-24.479
Netherlands,NLD,1972,-14.483
Netherlands,NLD,1973,1.613
Netherlands,NLD,1974,-4.762
Netherlands,NLD,1975,-15.833
Netherlands,NLD,1976,24.752
Netherlands,NLD,1977,4.762
Netherlands,NLD,1978,14.394
Netherlands,NLD,1979,-4.636
Netherlands,NLD,1980,15.972
Netherlands,NLD,1981,10.778
Netherlands,NLD,1982,15.676
Netherlands,NLD,1983,3.271
Netherlands,NLD,1984,20.814
Netherlands,NLD,1985,-0.375
Netherlands,NLD,1986,3.008
Netherlands,NLD,1987,5.474
Netherlands,NLD,1988,19.723
Netherlands,NLD,1989,-0.867
Netherlands,NLD,1990,6.706
Netherlands,NLD,1991,-7.923
Netherlands,NLD,1992,-0.297
Netherlands,NLD,1993,0.893
Netherlands,NLD,1994,6.49
Netherlands,NLD,1995,3.324
Netherlands,NLD,1996,-3.485
Netherlands,NLD,1997,-2.778
Netherlands,NLD,1998,2
Netherlands,NLD,1999,-12.325
Netherlands,NLD,2000,3.834
Netherlands,NLD,2001,6.462
Netherlands,NLD,2002,0.578
Netherlands,NLD,2003,3.448
Netherlands,NLD,2004,-1.389
Netherlands,NLD,2005,-4.507
Netherlands,NLD,2006,-4.72
Netherlands,NLD,2007,8.978
Netherlands,NLD,2008,-5.398
Netherlands,NLD,2009,-5.706
Netherlands,NLD,2010,0.637
Netherlands,NLD,2011,-1.361
Netherlands,NLD,2012,9.881
Netherlands,NLD,2013,0.058
Netherlands,NLD,2014,10.622
Netherlands,NLD,2015,22.184
Netherlands,NLD,2016,-7.297
Netherlands,NLD,2017,-10.317
Netherlands,NLD,2018,-10.153
Netherlands,NLD,2019,-22.312
Netherlands,NLD,2020,-33.185
New Zealand,NZL,1966,-2.736
New Zealand,NZL,1967,-8.688
New Zealand,NZL,1968,-5.886
New Zealand,NZL,1969,2.545
New Zealand,NZL,1970,0.071
New Zealand,NZL,1971,-11.056
New Zealand,NZL,1972,2.47
New Zealand,NZL,1973,13.297
New Zealand,NZL,1974,2.949
New Zealand,NZL,1975,-5.893
New Zealand,NZL,1976,3.046
New Zealand,NZL,1977,-4.762
New Zealand,NZL,1978,-7.759
New Zealand,NZL,1979,-10.841
New Zealand,NZL,1980,2.855
New Zealand,NZL,1981,-0.369
New Zealand,NZL,1982,-1.969
New Zealand,NZL,1983,10.805
New Zealand,NZL,1984,-6.994
New Zealand,NZL,1985,-7.663
New Zealand,NZL,1986,14.928
New Zealand,NZL,1987,-16.535
New Zealand,NZL,1988,8.363
New Zealand,NZL,1989,8.874
New Zealand,NZL,1990,-2.832
New Zealand,NZL,1991,-4.651
New Zealand,NZL,1992,10.114
New Zealand,NZL,1993,-1.487
New Zealand,NZL,1994,-5.474
New Zealand,NZL,1995,0.277
New Zealand,NZL,1996,-1.447
New Zealand,NZL,1997,7.955
New Zealand,NZL,1998,-8.819
New Zealand,NZL,1999,2.447
New Zealand,NZL,2000,-5.242
New Zealand,NZL,2001,23.847
New Zealand,NZL,2002,-0.05
New Zealand,NZL,2003,44.324
New Zealand,NZL,2004,3.326
New Zealand,NZL,2005,11.327
New Zealand,NZL,2006,-1.536
New Zealand,NZL,2007,-24.213
New Zealand,NZL,2008,24.093
New Zealand,NZL,2009,-23.101
New Zealand,NZL,2010,-14.597
New Zealand,NZL,2011,1.23
New Zealand,NZL,2012,24.6
New Zealand,NZL,2013,-11.812
New Zealand,NZL,2014,-7.65
New Zealand,NZL,2015,0.991
New Zealand,NZL,2016,-17.257
New Zealand,NZL,2017,5.366
New Zealand,NZL,2018,7.818
New Zealand,NZL,2019,13.813
